timestamp,event_type,ear,perclos,fatigue_score,blink_count,yawn_count
2026-03-23T16:24:50.146823,warning,0.24827283689395202,0.9977,42.2,63,0
2026-03-23T16:24:50.299629,warning,0.2237372727393045,0.9977,44.2,63,0
2026-03-23T16:24:50.444268,warning,0.21154756994908616,0.9977,47.8,63,0
2026-03-23T16:24:50.615730,warning,0.22882600274963238,0.9977,43.4,63,0
2026-03-23T16:24:50.769085,warning,0.1821481881566156,0.9977,56.6,63,0
2026-03-23T16:24:50.930930,warning,0.24998262704683671,0.9977,43.0,63,0
2026-03-23T16:24:51.108272,warning,0.25192453169786055,0.9977,43.2,64,0
2026-03-23T16:24:51.284655,warning,0.24930898537478657,0.9977,43.1,64,0
2026-03-23T16:24:51.439007,warning,0.2506718167252709,0.9977,44.5,65,0
2026-03-23T16:24:51.601172,warning,0.24553786548253098,0.9977,43.6,65,0
2026-03-23T16:24:51.755343,warning,0.22672762310954322,0.9977,46.3,65,0
2026-03-23T16:24:51.936159,warning,0.22453693281890866,0.9977,47.3,65,0
2026-03-23T16:24:52.092395,warning,0.20140558051537663,0.9977,53.4,65,0
2026-03-23T16:24:52.244477,warning,0.21709569610028143,0.9977,49.3,65,0
2026-03-23T16:24:52.394423,warning,0.2345795769099909,0.9977,45.6,65,0
2026-03-23T16:24:52.556117,warning,0.21493099892541978,0.9977,50.2,65,0
2026-03-23T16:24:52.727321,warning,0.1903484532584016,0.9977,56.6,65,0
2026-03-23T16:24:52.895288,warning,0.1767159580077046,0.9977,60.0,65,0
2026-03-23T16:24:53.072681,warning,0.17712070583451217,0.9977,60.1,65,0
2026-03-23T16:24:53.240784,warning,0.170710084016935,0.9977,62.0,65,0
2026-03-23T16:24:53.407419,warning,0.22586678688623502,0.9977,48.5,65,0
2026-03-23T16:24:53.572939,warning,0.24400528215018213,0.9977,45.7,65,0
2026-03-23T16:24:53.728225,warning,0.2553688920398761,0.9977,46.9,66,0
2026-03-23T16:24:53.879571,warning,0.24753377784217073,0.9977,46.1,66,0
2026-03-23T16:24:54.022354,warning,0.24547029842935864,0.9977,46.1,66,0
2026-03-23T16:24:54.154819,warning,0.2594886213393565,0.9977,46.5,67,0
2026-03-23T16:24:54.301380,warning,0.24247240776201306,0.9977,46.3,67,0
2026-03-23T16:24:54.422153,warning,0.24130736060607572,0.9977,46.3,67,0
2026-03-23T16:24:54.535592,warning,0.2532327168401076,0.9977,48.4,68,0
2026-03-23T16:24:54.640177,warning,0.2551703023563251,0.9977,47.5,68,0
2026-03-23T16:24:54.748558,warning,0.22210862469007014,0.9977,51.2,68,0
2026-03-23T16:24:54.856989,warning,0.22038621162430921,0.9977,52.1,68,0
2026-03-23T16:24:54.960501,warning,0.20903498194587009,0.9977,55.1,68,0
2026-03-23T16:24:55.067278,warning,0.2118847367630351,0.9978,54.5,68,0
2026-03-23T16:24:55.180751,warning,0.23043046173677684,0.9978,50.0,68,0
2026-03-23T16:24:55.337940,warning,0.21992693248626,0.9978,51.9,68,0
2026-03-23T16:24:55.469996,warning,0.22416284728356706,0.9978,50.8,68,0
2026-03-23T16:24:55.596457,warning,0.22133467000674845,0.9978,51.0,68,0
2026-03-23T16:24:55.715049,warning,0.202412758716765,0.9978,56.3,68,0
2026-03-23T16:24:55.833848,warning,0.18433884648972998,0.9978,61.3,68,0
2026-03-23T16:24:55.962372,warning,0.21224275067240184,0.9978,54.6,68,0
2026-03-23T16:24:56.090506,warning,0.2077581500406141,0.9978,54.7,68,0
2026-03-23T16:24:56.198741,warning,0.16827335384694161,0.9978,65.3,68,0
2026-03-23T16:24:56.314996,warning,0.19085382611246915,0.9978,59.1,68,0
2026-03-23T16:24:56.426595,warning,0.19962920864453437,0.9978,56.1,68,0
2026-03-23T16:24:56.538302,warning,0.19697261064690513,0.9978,57.9,68,0
2026-03-23T16:24:56.663646,warning,0.19026547154548987,0.9978,59.0,68,0
2026-03-23T16:24:56.787193,warning,0.20627771361053912,0.9978,56.1,68,0
2026-03-23T16:24:56.902496,warning,0.1931622429074874,0.9978,58.3,68,0
2026-03-23T16:24:57.021659,warning,0.216826842146989,0.9978,51.4,68,0
2026-03-23T16:24:57.144740,warning,0.20162012082308992,0.9978,55.4,68,0
2026-03-23T16:24:57.251103,warning,0.1880103047500074,0.9978,60.1,68,0
2026-03-23T16:24:57.357743,warning,0.20028281846878282,0.9978,56.3,68,0
2026-03-23T16:24:57.464314,warning,0.19898182192043604,0.9978,56.8,68,0
2026-03-23T16:24:57.582478,warning,0.19376857179520665,0.9978,57.9,68,0
2026-03-23T16:24:57.706188,warning,0.1963038335263987,0.9978,56.4,68,0
2026-03-23T16:24:57.830583,warning,0.17577092440712083,0.9978,62.6,68,0
2026-03-23T16:24:57.939863,warning,0.18204807401971046,0.9978,59.8,68,0
2026-03-23T16:24:58.051316,warning,0.21418769906989013,0.9978,50.6,68,0
2026-03-23T16:24:58.159393,warning,0.19528415742476654,0.9978,56.6,68,0
2026-03-23T16:24:58.276619,warning,0.19528415742476654,0.9978,55.6,68,0
2026-03-23T16:24:58.394884,warning,0.2297732385523819,0.9978,45.6,68,0
2026-03-23T16:24:58.499528,warning,0.20931966043295883,0.9978,51.3,68,0
2026-03-23T16:24:58.630431,warning,0.2085544474051441,0.9978,52.0,68,0
2026-03-23T16:24:58.825511,warning,0.2587625584089771,0.9978,45.9,69,0
2026-03-23T16:24:59.006981,warning,0.2455785330963137,0.9978,46.3,69,0
2026-03-23T16:24:59.194901,warning,0.24853817406686896,0.9978,44.5,69,0
2026-03-23T16:24:59.327774,warning,0.25086123507110947,0.9978,44.7,70,0
2026-03-23T16:24:59.443018,warning,0.24751899330148078,0.9978,44.9,70,0
2026-03-23T16:24:59.571468,warning,0.223354909801682,0.9978,48.4,70,0
2026-03-23T16:24:59.718294,warning,0.23300823457616543,0.9978,44.5,70,0
2026-03-23T16:24:59.846266,warning,0.22890069482437034,0.9978,45.3,70,0
2026-03-23T16:24:59.977064,warning,0.20938984027488888,0.9978,50.3,70,0
2026-03-23T16:25:00.115492,warning,0.2280468938549984,0.9978,44.2,70,0
2026-03-23T16:25:00.229920,warning,0.2528242792100138,0.9978,42.9,71,0
2026-03-23T16:25:00.348157,warning,0.2403312205488694,0.9978,42.0,71,0
2026-03-23T16:25:00.475688,warning,0.2466347268223953,0.9978,42.7,71,0
2026-03-23T16:25:00.591754,warning,0.23994663246127632,0.9978,42.7,71,0
2026-03-23T16:25:00.698771,warning,0.23349167089998174,0.9978,42.7,71,0
2026-03-23T16:25:00.807408,warning,0.2299737493408731,0.9978,43.5,71,0
2026-03-23T16:25:00.919668,warning,0.22957662813638036,0.9978,44.0,71,0
2026-03-23T16:25:01.037420,warning,0.22988402785943063,0.9978,44.1,71,0
2026-03-23T16:25:01.145184,warning,0.21733031665781616,0.9978,48.1,71,0
2026-03-23T16:25:01.262617,warning,0.22501204388669435,0.9978,46.0,71,0
2026-03-23T16:25:01.392723,warning,0.21680727888047183,0.9978,48.3,71,0
2026-03-23T16:25:01.585170,warning,0.2074965086037206,0.9978,48.5,71,0
2026-03-23T16:25:01.740084,warning,0.2228223968581446,0.9978,46.3,71,0
2026-03-23T16:25:01.865949,warning,0.22868601493875917,0.9978,44.2,71,0
2026-03-23T16:25:02.018698,warning,0.23315319071954982,0.9978,43.8,71,0
2026-03-23T16:25:02.151197,warning,0.22362821703461783,0.9978,46.5,71,0
2026-03-23T16:25:02.324699,warning,0.23522054867091707,0.9978,43.0,71,0
2026-03-23T16:25:02.496591,warning,0.2820622814832191,0.9978,44.3,72,0
2026-03-23T16:25:02.638804,warning,0.2698523623607353,0.9978,43.4,72,0
2026-03-23T16:25:02.768840,warning,0.26850516628963816,0.9978,42.4,72,0
2026-03-23T16:25:02.902860,warning,0.2742650003941679,0.9978,42.2,72,0
2026-03-23T16:25:03.026285,warning,0.2544039631547988,0.9978,41.4,72,0
2026-03-23T16:25:03.158378,warning,0.27409928409090417,0.9978,41.8,72,0
2026-03-23T16:25:03.276319,warning,0.2539447221867339,0.9978,41.6,72,0
2026-03-23T16:25:03.418534,warning,0.27591100683490793,0.9978,41.0,72,0
2026-03-23T16:25:03.551047,warning,0.2550741472343973,0.9978,41.8,72,0
2026-03-23T16:25:03.701687,warning,0.2721181256993541,0.9978,42.5,72,0
2026-03-23T16:25:03.833836,warning,0.2741992837599113,0.9978,41.9,72,0
2026-03-23T16:25:03.958905,warning,0.26408887378278395,0.9978,41.3,72,0
2026-03-23T16:25:04.079765,warning,0.17439933434244775,0.9978,57.5,72,0
2026-03-23T16:25:04.199738,warning,0.18183995291823332,0.9978,56.2,72,0
2026-03-23T16:25:04.352760,warning,0.13832162891113925,0.9978,66.5,72,0
2026-03-23T16:25:04.506174,warning,0.1368591841135261,0.9978,67.2,72,0
